Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Code du secteur disciplinaire;Secteur disciplinaire;Nombre de réponses;Taux d’insertion;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;% emplois extérieurs à la région de l’université;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant,' chef d’entreprise;Fonctionnaire;CDI;CDI de chantier ou CDI de mission;Contrat spécifique au doctorat;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d''etat',' territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Organisation internationale ou une institution de l''Union européenne;Société d''économie mixte;Un particulier;Agriculture', sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Activités immobilières;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administration publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Agriculteur;Artisan, commerçant,' chef d''entreprise;Profession libérale;Personnel de catégorie A de la fonction publique;Ingénieur', cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service
2013;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;223;95;73;16;39;72;92;1620;25200;1450;1840;35;;9.9;1870;SD14;1490;2280;disc16_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;;94;93;34;25;79;100;1700;26500;1480;1920;19;;7.8;1930;SD14;1490;2380;disc16_18;8;1;69;2;;18;0;1;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;2;8;3;24;4;54;0;1;3,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;223;87;71;14;39;56;93;1500;23400;1250;1730;35;;9.9;1870;SD14;1490;2280;disc16_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;1253;94;88;22;28;87;98;1700;26500;1500;1970;21;;9.3;1870;SD14;1480;2280;disc16_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;112;96;95;30;27;91;98;1800;28100;1600;1960;20;;7.2;1980;SD14;1480;2480;disc16_30;2;4;86;0;;5;0;3;0;1;0;0;2;7;89;2;0;0;0;0;0;0;10;4;0;5;57;4;8;0;1;6;1;1;3;0;0;2;1;28;5;59;1;3;2,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;224;92;66;18;34;76;93;1590;24800;1400;1850;25;;8.6;1865;SD14;1475;2280;disc16_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;1223;91;84;17;28;79;98;1620;25200;1450;1840;22;;8.6;1865;SD14;1475;2280;disc16_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;disc16;Informatique;144;90;85;22;29;87;99;1670;26100;1450;1960;18;;7.8;1900;SD14;1470;2330;disc16_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Autres sciences, technologies et santé;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17;Autres sciences, technologies et santé;;90;71;8;31;84;94;1580;24600;1410;1810;28;;7.8;1930;;1490;2380;disc17_30;10;4;70;0;;15;0;1;0;0;0;0;10;11;59;3;17;0;0;0;0;1;6;0;0;22;1;0;11;0;3;10;18;18;9;1;6;2;0;7;9;53;3;1;18,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Autres sciences, technologies et santé;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17;Autres sciences, technologies et santé;80;91;65;15;33;68;92;1500;24200;ns;ns;26;;7.2;1980;;1480;2480;disc17_18;12;10;46;0;;26;0;7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;7;7;6;3;12;37;4;0;24,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Autres sciences, technologies et santé;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17;Autres sciences, technologies et santé;381;91;69;14;44;72;93;1500;23400;1350;1840;26;52;8.6;1865;;1475;2280;disc17_30;5;3;64;;;21;1;4;1;1;0;1;4;13;65;3;14;0;;;0;2;15;1;;15;2;1;8;1;4;6;20;11;14;;;;1;13;7;48;4;2;24,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Autres sciences, technologies et santé;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17;Autres sciences, technologies et santé;381;92;65;10;44;62;92;1500;23400;1300;1730;26;52;8.6;1865;;1475;2280;disc17_18;4;3;55;;;30;1;6;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;6;49;4;3;28,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Autres sciences, technologies et santé;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17;Autres sciences, technologies et santé;343;93;76;19;46;73;92;1620;25300;1410;1950;29;48;7.8;1900;;1470;2330;disc17_30;7;2;63;0;;23;0;3;0;0;1;0;7;14;59;2;16;0;0;1;1;1;16;4;1;17;0;2;9;3;4;6;15;14;8;0;2;5;4;10;6;51;2;1;18,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences,' technologies et santé>Formation générale aux métiers de l''ingénieur;STS;Sciences', technologies et santé;disc17;Autres sciences,' technologies et santé;disc17_01;Formation générale aux métiers de l''ingénieur;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;SD41;1490;2280;disc17_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences,' technologies et santé>Formation générale aux métiers de l''ingénieur;STS;Sciences', technologies et santé;disc17;Autres sciences,' technologies et santé;disc17_01;Formation générale aux métiers de l''ingénieur;;;;;;;;;;;;;;7.8;1930;SD41;1490;2380;disc17_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences,' technologies et santé>Formation générale aux métiers de l''ingénieur;STS;Sciences', technologies et santé;disc17;Autres sciences,' technologies et santé;disc17_01;Formation générale aux métiers de l''ingénieur;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;SD41;1490;2280;disc17_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences,' technologies et santé>Formation générale aux métiers de l''ingénieur;STS;Sciences', technologies et santé;disc17;Autres sciences,' technologies et santé;disc17_01;Formation générale aux métiers de l''ingénieur;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD41;1480;2280;disc17_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences,' technologies et santé>Formation générale aux métiers de l''ingénieur;STS;Sciences', technologies et santé;disc17;Autres sciences,' technologies et santé;disc17_01;Formation générale aux métiers de l''ingénieur;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;SD41;1450;2180;disc17_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences,' technologies et santé>Formation générale aux métiers de l''ingénieur;STS;Sciences', technologies et santé;disc17;Autres sciences,' technologies et santé;disc17_01;Formation générale aux métiers de l''ingénieur;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD41;1475;2280;disc17_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences,' technologies et santé>Formation générale aux métiers de l''ingénieur;STS;Sciences', technologies et santé;disc17;Autres sciences,' technologies et santé;disc17_01;Formation générale aux métiers de l''ingénieur;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD41;1470;2330;disc17_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;24;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD07;1480;2280;disc17_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;;;;;;;;;;;;;;7.8;1930;SD07;1490;2380;disc17_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;;;;;;;;;;;;;;7.8;1930;SD07;1490;2380;disc17_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD07;1475;2280;disc17_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD07;1450;2180;disc17_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD07;1450;2180;disc17_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD07;1475;2280;disc17_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;51;95;82;7;47;64;94;1600;25000;ns;ns;32;;7.8;1900;SD09;1470;2330;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD09;1470;2330;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD09;1480;2280;disc17_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;93;88;83;8;42;47;97;1530;23900;1300;1800;20;69;9.9;1870;SD09;1490;2280;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;65;86;77;6;43;50;98;1500;23400;ns;ns;21;;9.9;1870;SD09;1490;2280;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;21;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD09;1490;2380;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;;7.2;1980;SD09;1480;2480;disc17_05_18;nd;nd;nd;nd;;nd;nd;nd;nd;nd;nd;nd;;;;;;;;;;;;;;;;;;;;;;;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;1;ns;ns;ns;nd;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;SD09;1480;2480;disc17_05_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;57;90;94;8;34;42;100;1430;22200;ns;ns;24;;9.3;1870;SD09;1480;2280;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;16;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD09;1450;2180;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD09;1475;2280;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;88;90;85;8;38;58;99;1600;25000;1410;1890;26;70;8.6;1865;SD09;1475;2280;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD09;1470;2330;disc17_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;73;92;54;7;41;61;75;1400;21800;ns;ns;28;;9.9;1870;SD10;1490;2280;disc17_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;116;89;65;22;38;64;86;1500;23400;1300;1720;25;;7.8;1900;SD10;1470;2330;disc17_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;144;90;61;12;26;75;90;1500;23400;1350;1680;38;47;7.8;1930;SD10;1490;2380;disc17_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;86;89;56;13;50;69;80;1300;20300;ns;ns;35;;9.3;1870;SD10;1480;2280;disc17_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;68;87;56;10;25;57;85;1360;21200;ns;ns;45;;7.8;1930;SD10;1490;2380;disc17_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;68;92;53;12;37;71;90;1500;23300;ns;ns;33;;7.2;1980;SD10;1480;2480;disc17_06_30;14;5;52;0;;27;2;0;0;0;0;0;16;18;53;1;11;0;0;0;0;0;2;0;2;30;0;2;2;9;9;12;13;13;7;0;5;11;1;0;11;29;5;0;37,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;148;90;63;19;35;76;93;1500;23400;1400;1800;29;44;7.2;1980;SD10;1480;2480;disc17_06_30;18;7;51;0;;22;1;2;0;0;0;0;19;21;48;2;10;0;0;0;0;0;2;2;2;20;1;1;2;6;10;11;15;19;10;0;7;13;5;1;8;37;5;0;25,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;148;91;60;15;35;65;85;1500;23400;1300;1650;29;44;7.2;1980;SD10;1480;2480;disc17_06_18;13;6;46;0;;29;2;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;5;8;3;3;11;34;7;0;28,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;85;91;57;11;40;75;89;1500;23400;ns;ns;37;;8.5;1830;SD10;1450;2180;disc17_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_07;Pluridisciplinaire sciences;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD70;1470;2330;disc17_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_07;Pluridisciplinaire sciences;21;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD70;1490;2380;disc17_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_07;Pluridisciplinaire sciences;80;11;81;16;48;71;92;1600;25000;ns;ns;25;34;9.3;1870;SD70;1480;2280;disc17_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_07;Pluridisciplinaire sciences;81;89;83;4;60;82;88;1830;28500;ns;ns;17;31;8.5;1830;SD70;1450;2180;disc17_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_07;Pluridisciplinaire sciences;81;92;76;4;60;72;94;1650;25800;ns;ns;17;31;8.5;1830;SD70;1450;2180;disc17_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_08;Pluridisciplinaire sciences fondamentales et applications;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD68;1490;2280;disc17_08_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
