Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Code du secteur disciplinaire;Secteur disciplinaire;Nombre de réponses;Taux d’insertion;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;% emplois extérieurs à la région de l’université;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant,' chef d’entreprise;Fonctionnaire;CDI;CDI de chantier ou CDI de mission;Contrat spécifique au doctorat;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d''etat',' territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Organisation internationale ou une institution de l''Union européenne;Société d''économie mixte;Un particulier;Agriculture', sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Activités immobilières;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administration publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Agriculteur;Artisan, commerçant,' chef d''entreprise;Profession libérale;Personnel de catégorie A de la fonction publique;Ingénieur', cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service
'2014;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;527;88;52;14;51;64;87;1410;22000;1260;1600;32;;9.3;1870;SD35;1480;2280;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2019;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;276;90;79;27;45;69;93;1650;25700;1480;1980;31;;7.2;1980;SD35;1480;2480;disc10_30;8;5;56;1;;25;1;3;2;0;1;0;8;20;57;8;7;0;0;0;0;1;5;5;0;9;36;1;7;3;7;14;4;3;4;0;4;4;4;19;9;43;7;2;9',,,,,,,,,,,,,,,,,,
'2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;301;84;70;24;43;68;89;1500;23400;1260;1780;21;;8.6;1865;SD35;1475;2280;disc10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2015;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;549;86;49;16;43;50;85;1380;21500;1210;1600;28;;8.6;1865;SD35;1475;2280;disc10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;;89;69;15;52;77;96;1690;26400;1460;1950;23;;7.8;1930;;1490;2380;disc11_30;4;7;66;0;;21;1;1;0;0;0;0;4;20;65;4;7;0;0;0;0;12;10;12;1;5;2;1;20;9;3;11;4;3;6;2;3;1;3;12;8;45;9;12;5,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;;89;66;11;52;65;96;1600;24900;1400;1850;23;;7.8;1930;;1490;2380;disc11_18;3;4;57;0;;31;1;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;2;3;0;2;9;5;49;8;15;6,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;;87;65;10;45;57;92;1500;23400;1330;1750;31;52;7.8;1930;;1490;2380;disc11_18;2;6;49;0;;38;1;3;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;3;7;9;45;10;10;12,,,,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;258;87;63;10;49;50;90;1420;23400;1300;1600;31;;7.2;1980;;1480;2480;disc11_18;1;3;45;0;;44;3;2;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;4;6;11;42;9;4;22,,,,,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;676;87;64;10;50;54;88;1450;22600;1300;1650;26;52;8.5;1830;;1450;2180;disc11_18;2;4;49;;;38;1;5;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9;9;45;7;11;18,,,,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;159;86;71;5;55;61;94;1520;23600;1300;1700;30;;7.8;1900;SD29;1470;2330;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;191;87;73;9;47;65;95;1530;23800;1330;1750;12;;9.9;1870;SD29;1490;2280;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;186;84;62;15;49;52;88;1400;21800;1270;1630;25;;8.5;1830;SD29;1450;2180;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;433;91;77;13;54;81;98;1680;26300;1480;1900;22;36;7.8;1900;SD29;1470;2330;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD30;1490;2280;disc11_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;8;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD30;1490;2380;disc11_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD30;1490;2280;disc11_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;51;73;40;10;50;52;90;ns;ns;ns;ns;40;76;7.2;1980;SD30;1480;2480;disc11_02_30;3;14;35;0;;28;5;0;10;3;3;0;3;41;33;7;14;0;0;0;3;0;0;3;0;11;2;2;5;7;3;33;5;21;7;0;6;3;0;6;11;19;25;3;25,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD30;1475;2280;disc11_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD30;1475;2280;disc11_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;14;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD30;1470;2330;disc11_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
'2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;45;91;48;10;31;32;79;ns;ns;ns;ns;30;93;9.9;1870;SD34;1490;2280;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2017;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD34;1470;2330;disc11_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2018;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1930;SD34;1490;2380;disc11_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD34;1480;2280;disc11_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;52;85;46;6;42;48;84;1420;22100;ns;ns;43;88;8.6;1865;SD34;1475;2280;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2016;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;30;100;68;ns;33;46;84;ns;ns;ns;ns;49;89;8.5;1830;SD34;1450;2180;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2016;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;27;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD34;1450;2180;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2016;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;3;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD34;1450;2180;disc11_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2017;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l''éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l''éducation;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD34;1470;2330;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD33;1490;2280;disc11_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;91;90;61;11;36;56;80;1400;21800;ns;ns;47;81;7.8;1900;SD33;1470;2330;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;14;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD33;1490;2380;disc11_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD33;1480;2280;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;75;93;67;10;46;44;92;1400;22700;ns;ns;35;;7.2;1980;SD33;1480;2480;disc11_06_18;0;3;40;0;;50;0;4;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;9;1;13;44;1;1;30,,,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD33;1450;2180;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD33;1450;2180;disc11_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;53;83;73;13;35;47;88;1400;21800;ns;ns;39;81;7.8;1930;SD66;1490;2380;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;74;94;53;8;43;70;85;1410;22000;ns;ns;24;75;9.9;1870;SD66;1490;2280;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;86;77;65;18;52;37;81;1440;22500;ns;ns;36;;7.8;1900;SD66;1470;2330;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;43;84;72;11;32;37;88;ns;ns;ns;ns;41;;7.8;1930;SD66;1490;2380;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;56;91;46;3;44;49;67;ns;ns;ns;ns;26;;9.9;1870;SD66;1490;2280;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;74;88;53;11;43;54;75;1400;21800;ns;ns;24;75;9.9;1870;SD66;1490;2280;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD66;1480;2280;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;16;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;SD66;1480;2480;disc11_07_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns,,,,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;109;87;53;13;52;45;81;1300;20300;1200;1500;30;80;9.3;1870;SD66;1480;2280;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;23;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD66;1450;2180;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;118;87;49;16;54;55;87;1400;21800;1220;1550;25;;8.6;1865;SD66;1475;2280;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;32;75;ns;ns;ns;ns;ns;ns;ns;ns;ns;18;;8.6;1865;SD66;1475;2280;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;;94;89;16;35;87;98;1800;28100;1570;2050;17;26;7.8;1930;;1490;2380;disc12_30;2;2;82;1;;9;0;3;0;0;0;0;3;7;84;3;3;0;0;0;0;5;29;13;1;11;10;2;16;2;2;3;5;1;2;1;1;1;2;14;4;69;1;4;4,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;;93;86;12;41;81;97;1650;25700;1490;1900;20;;7.8;1930;;1490;2380;disc12_30;3;3;75;0;;15;0;3;0;0;0;0;3;11;76;3;5;1;0;1;0;8;22;6;0;15;4;3;17;2;3;4;12;2;2;1;1;1;3;8;6;68;1;4;8,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;6122;90;87;10;36;70;98;1600;25000;1400;1830;18;;9.9;1870;;1490;2280;disc12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;8071;94;86;12;38;80;98;1650;25700;1460;1940;18;26;9.3;1870;;1480;2280;disc12_30;2;2;76;;;14;0;5;0;1;0;0;2;8;5;82;2;0;;;0;4;31;11;;11;7;1;16;1;2;3;5;1;8;;;;1;11;3;70;2;4;9,,,,,,,,,,,,
